Filename	Reason(s)
HY587282	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
HY800917	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20279.1035) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 1_NIR std (20858.7812) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (19973.0645) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (49149.0000) is an outlier (IQR method); 3_Green std (20004.8145) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (19866.1309) is an outlier (IQR method)
HZ109171	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (18597.3418) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (18533.5566) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (18516.9277) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18610.5664) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (18679.4941) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
HZ232568	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
HZ332286	0_SWIR max (10693.0000) is an outlier (IQR method); 1_NIR max (9986.0000) is an outlier (IQR method)
HZ471236	2_Red min (172.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
HZ595948	0_SWIR min (-32768.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (4294.7007) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (4284.1274) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
IA455627	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (17474.7402) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (17731.8438) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (17006.0137) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (17080.1211) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (17007.0332) is an outlier (IQR method)
IA619326	0_SWIR min (5478.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
IA636002	1_NIR max (43374.0000) is an outlier (IQR method); 2_Red max (40931.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
IB125882	2_Red std (3768.1094) is an outlier (IQR method)
IB132962	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (7080.1064) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (7478.5903) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (6233.6606) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (6184.3291) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (6093.4170) is an outlier (IQR method)
IB220898	1_NIR max (37818.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
IB433799	1_NIR max (38158.0000) is an outlier (IQR method); 2_Red std (5468.4712) is an outlier (IQR method); 3_Green std (7189.0776) is an outlier (IQR method)
IB772324	DEM min is suspiciously low: -32768.00; 1_NIR max (11147.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (10346.7510) is an outlier (IQR method)
IC407269	0_SWIR min (5759.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
ID103322	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (65535.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (65535.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 2_Red std (4435.9766) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (4176.9937) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (7372.2461) is an outlier (IQR method)
ID178042	4_Blue max (65535.0000) is an outlier (IQR method)
ID710097	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20607.4629) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (21238.7363) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (20071.4727) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (20192.1250) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19954.7676) is an outlier (IQR method)
ID990890	1_NIR min (3616.0000) is an outlier (IQR method); 2_Red min (1649.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
IE351236	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (21168.9570) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (21771.0996) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19562.6582) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19546.8242) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19294.7637) is an outlier (IQR method)
IE757860	5_CloudMask max (0.0000) is an outlier (IQR method)
IE830989	0_SWIR min (5975.0000) is an outlier (IQR method); 1_NIR min (325.0000) is an outlier (IQR method); 1_NIR max (40827.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (41061.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (5299.9912) is an outlier (IQR method)
IF189171	0_SWIR min (4983.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (45045.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (44836.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green max (42096.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
IF565367	1_NIR max (41535.0000) is an outlier (IQR method)
IF628216	4_Blue max (65535.0000) is an outlier (IQR method)
IF774720	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (165.2733) is an outlier (IQR method)
IF877236	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (65535.0000) is an outlier (IQR method); 0_SWIR std (18348.9707) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (18589.1094) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (18011.0566) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (18117.3379) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (18104.8848) is an outlier (IQR method)
IG139363	0_SWIR min (6061.0000) is an outlier (IQR method); 1_NIR min (257.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
IG280426	DEM min is suspiciously low: -32768.00; 0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (65535.0000) is an outlier (IQR method); 0_SWIR std (12688.4443) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (12443.3926) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (12437.3047) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (12524.9922) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (12583.5996) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
IG340341	0_SWIR max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
IG446305	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR max (65535.0000) is an outlier (IQR method); 0_SWIR std (22169.6680) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (22607.7520) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19823.9766) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19766.4922) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19336.0645) is an outlier (IQR method)
IG589368	0_SWIR max (65535.0000) is an outlier (IQR method)
IG839919	1_NIR max (42363.0000) is an outlier (IQR method); 2_Red max (41220.0000) is an outlier (IQR method); 2_Red std (4746.9307) is an outlier (IQR method); 3_Green max (45149.0000) is an outlier (IQR method); 3_Green std (5500.2363) is an outlier (IQR method)
IH310777	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (20259.6934) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (20389.0371) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19831.4160) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19909.6270) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19834.6074) is an outlier (IQR method)
IH466710	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (513.1009) is an outlier (IQR method)
IH712763	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (213.3058) is an outlier (IQR method)
IH735818	1_NIR max (38407.0000) is an outlier (IQR method)
IH747684	4_Blue max (65535.0000) is an outlier (IQR method)
IH794447	0_SWIR max (10631.0000) is an outlier (IQR method); 1_NIR max (11258.0000) is an outlier (IQR method); 5_CloudMask max (0.0000) is an outlier (IQR method)
II366750	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (15628.6328) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (16296.1709) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (15489.9717) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (15531.5703) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (15555.8525) is an outlier (IQR method)
II402982	4_Blue max (65535.0000) is an outlier (IQR method)
II706411	DEM min is suspiciously low: -32768.00; 1_NIR min (2860.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (211.3468) is an outlier (IQR method)
II716814	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (211.6169) is an outlier (IQR method)
II726797	0_SWIR max (65535.0000) is an outlier (IQR method); 2_Red max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method); 4_Blue std (5816.3506) is an outlier (IQR method)
II787991	1_NIR max (12816.0000) is an outlier (IQR method)
IJ347765	1_NIR min (1361.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (5139.7075) is an outlier (IQR method)
IJ886078	5_CloudMask max (0.0000) is an outlier (IQR method)
IJ988568	DEM min is suspiciously low: -32768.00; 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (329.7338) is an outlier (IQR method)
IK753534	DEM min is suspiciously low: -32768.00; 1_NIR max (13023.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
IK860736	1_NIR min (2794.0000) is an outlier (IQR method); 2_Red min (1939.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
IL637727	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (19696.7930) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (20352.7695) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (19131.4824) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (19201.0059) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (19153.3965) is an outlier (IQR method)
IL849941	1_NIR max (65454.0000) is an outlier (IQR method); 1_NIR std (12477.9873) is an outlier (IQR method); 2_Red max (65454.0000) is an outlier (IQR method); 2_Red std (12518.0352) is an outlier (IQR method); 3_Green max (65454.0000) is an outlier (IQR method); 3_Green std (13873.7090) is an outlier (IQR method); 4_Blue max (43259.0000) is an outlier (IQR method); 4_Blue std (7424.6528) is an outlier (IQR method)
IL935626	0_SWIR min (4635.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR max (42394.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red max (41794.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
IM237235	DEM min is suspiciously low: -32768.00; 1_NIR max (10329.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM max (-32768.0000) is an outlier (IQR method)
IM310351	0_SWIR min (-32768.0000) is an outlier (IQR method); 0_SWIR std (11476.8564) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 1_NIR std (11646.7432) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 2_Red std (10775.0898) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 3_Green std (10782.8965) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method); 4_Blue std (10653.9727) is an outlier (IQR method)
IM394475	5_CloudMask max (0.0000) is an outlier (IQR method)
IM459513	0_SWIR min (-32768.0000) is an outlier (IQR method); 1_NIR min (-32768.0000) is an outlier (IQR method); 2_Red min (-32768.0000) is an outlier (IQR method); 3_Green min (-32768.0000) is an outlier (IQR method); 4_Blue min (-32768.0000) is an outlier (IQR method)
IM954441	0_SWIR max (9693.0000) is an outlier (IQR method); 1_NIR max (10419.0000) is an outlier (IQR method); 5_CloudMask max (0.0000) is an outlier (IQR method)
IP219629	DEM min is suspiciously low: -32768.00; 0_SWIR max (9164.0000) is an outlier (IQR method); 1_NIR max (8926.0000) is an outlier (IQR method); 5_CloudMask max (0.0000) is an outlier (IQR method); 6_DEM min (-32768.0000) is an outlier (IQR method); 6_DEM std (13670.8994) is an outlier (IQR method)
IP560237	0_SWIR max (65535.0000) is an outlier (IQR method); 4_Blue max (65535.0000) is an outlier (IQR method)
